grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int
1841,31.987,53.52,318.99,5610.99,230.391,576.0,27.08,(-7-5-8),[45-728],Other/Random,32.16,"-7,-5,-8","45,-72,8"
1842,210.065,43.469,131.27,6272.22,254.129,5796.0,85.91,(536),[-4-2415],Other/Random,33.98,"5,3,6","-4,-24,15"
1843,165.777,24.73,202.44,7268.14,227.87,1035.0,36.3,(-4-1-9),[-2-183],Other/Random,24.13,"-4,-1,-9","-2,-18,3"
1844,173.851,21.453,188.52,7643.15,222.321,252.0,17.91,(-20-5),[0-10],Other/Random,21.58,"-2,0,-5","0,-1,0"
1845,130.818,53.956,223.01,8303.52,230.11,1062.0,36.77,(-7-6-7),[4021-56],Other/Random,37.39,"-7,-6,-7","40,21,-56"
1846,225.091,4.053,153.2,8395.82,229.744,387.0,22.2,(00-1),[3-10],Other/Random,18.73,"0,0,-1","3,-1,0"
1847,82.672,45.889,318.21,9423.47,245.258,1746.0,47.15,(818),[-25-3528],Other/Random,43.37,"8,1,8","-25,-35,28"
1848,355.263,17.657,38.04,11314.11,231.37,657.0,28.92,(-10-3),[4572-16],Other/Random,21.15,"-1,0,-3","45,72,-16"
1849,171.535,43.38,223.74,11801.89,255.079,7857.0,100.02,(-56-9-63),[-5-106],Other/Random,38.14,"-56,-9,-63","-5,-10,6"
1850,167.544,33.496,219.53,11928.66,253.632,7398.0,97.05,(-14-3-21),[-2-52],Other/Random,32.83,"-14,-3,-21","-2,-5,2"
1851,234.063,7.525,144.27,13009.89,227.686,774.0,31.39,(-1-1-9),[9-3-1],Other/Random,19.81,"-1,-1,-9","9,-3,-1"
1852,26.326,38.683,316.71,13657.87,256.083,7281.0,96.28,(402156),[16-3],Other/Random,29.85,"40,21,56","1,6,-3"
1853,12.76,12.021,336.4,13847.93,256.778,4464.0,75.39,(105),[318-2],Other/Random,16.17,"1,0,5","3,18,-2"
1854,184.459,21.336,159.06,14042.64,256.645,4842.0,78.52,(205),[-2-71],Other/Random,26.9,"2,0,5","-2,-7,1"
1855,341.488,22.157,42.58,14644.62,229.978,819.0,32.29,(-3-1-8),[1435-10],Other/Random,30.39,"-3,-1,-8","14,35,-10"
1856,38.564,49.785,327.22,14835.57,236.498,2583.0,57.35,(322736),[-414-7],Other/Random,29.14,"32,27,36","-4,14,-7"
1857,214.504,48.991,126.3,16782.3,239.247,2403.0,55.31,(323),[-9-7256],Other/Random,38.91,"3,2,3","-9,-72,56"
1858,13.354,40.206,323.24,16929.33,225.545,594.0,27.5,(25630),[27-3],Other/Random,28.74,"25,6,30","2,7,-3"
1859,84.73,12.053,300.78,17248.28,236.22,1557.0,44.52,(-20-9),[-1052],Other/Random,22.89,"-2,0,-9","-10,5,2"
1860,338.664,35.092,45.06,1691.56,242.665,2097.0,51.67,(-8-3-12),[39-4],Other/Random,33.08,"-8,-3,-12","3,9,-4"
1861,346.559,8.334,356.15,1955.89,239.28,2025.0,50.78,(-10-7),[-130],Other/Random,19.18,"-1,0,-7","-1,3,0"
1862,161.935,42.937,209.95,3609.65,245.268,3798.0,69.54,(-56-18-63),[-8-7227],Other/Random,21.1,"-56,-18,-63","-8,-72,27"
1863,47.468,24.455,320.25,3804.41,248.566,3357.0,65.38,(-7-6-21),[-42712],Other/Random,25.63,"-7,-6,-21","-42,7,12"
1864,244.81,14.229,87.03,4083.96,231.04,675.0,29.32,(-2-1-9),[6335-18],Other/Random,22.01,"-2,-1,-9","63,35,-18"
1865,139.766,34.055,243.88,4859.81,249.409,3303.0,64.85,(-9-8-18),[-8-2415],Other/Random,35.27,"-9,-8,-18","-8,-24,15"
1866,26.744,29.808,313.93,6854.64,242.549,2097.0,51.67,(214),[1035-14],Other/Random,32.79,"2,1,4","10,35,-14"
1867,319.678,53.566,39.92,7305.0,219.0,27.0,5.86,(767),[5-82],Other/Random,33.87,"7,6,7","5,-8,2"
1868,200.306,40.238,179.89,7348.98,223.339,504.0,25.33,(281035),[3-80],Other/Random,20.77,"28,10,35","3,-8,0"
1869,21.835,45.361,318.53,7725.1,254.156,3168.0,63.51,(642772),[318-10],Other/Random,30.16,"64,27,72","3,18,-10"
1870,183.167,17.268,184.35,7750.66,234.168,963.0,35.02,(103),[1-80],Other/Random,18.82,"1,0,3","1,-8,0"
1871,196.792,27.208,136.07,8852.21,236.474,1026.0,36.14,(7214),[-32-7227],Other/Random,32.45,"7,2,14","-32,-72,27"
1872,202.546,34.394,179.75,8950.67,238.031,1440.0,42.82,(528),[2-50],Other/Random,24.71,"5,2,8","2,-5,0"
1873,10.237,4.71,24.18,9121.21,249.957,3555.0,67.28,(001),[110],Rotated Cube {001}<110>,11.58,"0,0,1","1,1,0"
1874,324.442,57.773,47.7,10694.06,232.971,918.0,34.19,(494563),[36-455],Other/Random,39.02,"49,45,63","36,-45,5"
1875,349.002,13.542,32.08,11038.2,241.484,1692.0,46.41,(-10-4),[38-1],Other/Random,25.02,"-1,0,-4","3,8,-1"
1876,352.972,14.705,11.66,11985.66,226.317,369.0,21.68,(-10-4),[190],Other/Random,15.41,"-1,0,-4","1,9,0"
1877,326.542,39.589,52.18,12284.47,253.141,3123.0,63.06,(-6-4-9),[15-3],Other/Random,35.36,"-6,-4,-9","1,5,-3"
1878,47.232,45.828,312.99,13055.74,243.75,2196.0,52.88,(-21-20-28),[-40825],Other/Random,32.46,"-21,-20,-28","-40,8,25"
1879,318.957,57.708,41.17,13123.61,258.743,6903.0,93.75,(-21-20-24),[7-5-2],Other/Random,37.0,"-21,-20,-24","7,-5,-2"
1880,188.513,17.767,198.58,14496.46,239.193,2376.0,55.0,(103),[9-18-2],Other/Random,25.17,"1,0,3","9,-18,-2"
1881,34.257,49.392,320.99,14592.69,238.62,3051.0,62.33,(323),[-19-5],Other/Random,29.54,"3,2,3","-1,9,-5"
1882,180.625,25.673,193.44,14938.1,235.967,2169.0,52.55,(102),[2-9-1],Other/Random,23.8,"1,0,2","2,-9,-1"
1883,316.477,9.276,60.09,15079.06,238.891,2070.0,51.34,(-9-8-72),[27-1],Other/Random,18.97,"-9,-8,-72","2,7,-1"
1884,7.373,36.665,324.91,15428.65,239.263,2052.0,51.11,(27436),[25-2],Other/Random,30.99,"27,4,36","2,5,-2"
1885,7.553,16.428,316.07,15534.52,233.8,1350.0,41.46,(207),[2028-7],Other/Random,18.54,"2,0,7","20,28,-7"
1886,145.186,42.093,213.16,15723.34,224.167,324.0,20.31,(-3-2-4),[5-3012],Other/Random,25.1,"-3,-2,-4","5,-30,12"
1887,7.706,37.304,7.83,16068.47,230.077,936.0,34.52,(27436),[-9364],Other/Random,16.45,"27,4,36","-9,36,4"
1888,177.824,20.293,199.15,16289.94,236.27,2034.0,50.89,(-30-8),[-16-567],Other/Random,26.4,"-3,0,-8","-16,-56,7"
1889,28.359,46.694,320.22,17162.11,234.707,1107.0,37.54,(16918),[02-1],Other/Random,28.3,"16,9,18","0,2,-1"
1890,16.793,15.676,335.95,40.7,227.609,207.0,16.23,(18763),[19-1],Other/Random,17.26,"18,7,63","1,9,-1"
1891,180.372,25.001,190.33,210.0,220.5,18.0,4.79,(409),[3-18-2],Other/Random,22.63,"4,0,9","3,-18,-2"
1892,61.011,18.816,308.58,246.85,233.935,414.0,22.96,(-12-7-42),[-2045],Other/Random,21.1,"-12,-7,-42","-20,4,5"
1893,334.435,52.669,44.33,696.58,244.347,1584.0,44.91,(12714),[6-9-1],Other/Random,34.09,"12,7,14","6,-9,-1"
1894,164.298,48.026,219.57,809.0,239.111,2520.0,56.64,(561863),[-592],Other/Random,30.99,"56,18,63","-5,9,2"
1895,108.269,43.782,224.65,882.92,231.033,819.0,32.29,(561863),[12-9-8],Other/Random,34.63,"56,18,63","12,-9,-8"
1896,117.543,52.749,215.66,1120.71,234.221,855.0,32.99,(-12-7-14),[1012-15],Other/Random,41.99,"-12,-7,-14","10,12,-15"
1897,41.43,34.694,303.26,1440.65,242.899,2133.0,52.11,(9818),[318-10],Other/Random,32.43,"9,8,18","3,18,-10"
1898,188.724,35.268,146.1,3922.7,228.652,207.0,16.23,(45763),[-3-83],Other/Random,29.38,"45,7,63","-3,-8,3"
1899,37.699,29.749,358.98,5697.53,260.676,5589.0,84.36,(439),[-340],Other/Random,30.87,"4,3,9","-3,4,0"
1900,2.015,9.185,345.54,6681.62,262.555,5157.0,81.03,(106),[290],Other/Random,15.46,"1,0,6","2,9,0"
1901,7.329,10.91,15.05,11117.64,248.01,1854.0,48.59,(105),[-250],Other/Random,24.87,"1,0,5","-2,5,0"
1902,353.82,18.885,32.29,11132.03,227.595,333.0,20.59,(-10-3),[2045-9],Other/Random,26.65,"-1,0,-3","20,45,-9"
1903,298.533,10.326,83.1,12965.57,222.857,63.0,8.96,(3218),[-5-21],Other/Random,23.94,"3,2,18","-5,-2,1"
1904,195.585,43.892,136.23,14731.95,239.188,2493.0,56.34,(32936),[-7-2112],Other/Random,34.35,"32,9,36","-7,-21,12"
1905,19.649,23.972,315.49,15680.19,242.868,1224.0,39.48,(317),[615-5],Other/Random,31.21,"3,1,7","6,15,-5"
1906,201.005,7.123,115.69,16949.25,219.75,36.0,6.77,(001),[110],Rotated Cube {001}<110>,7.32,"0,0,1","1,1,0"
1907,315.044,50.765,45.01,1039.42,230.921,342.0,20.87,(-49-48-56),[-29-6],Other/Random,36.12,"-49,-48,-56","-2,9,-6"
1908,173.876,29.712,167.9,1500.0,243.298,1449.0,42.95,(-36-7-63),[18-63-7],Other/Random,23.12,"-36,-7,-63","18,-63,-7"
1909,185.101,14.008,194.76,3557.83,254.981,2790.0,59.6,(104),[3-9-1],Other/Random,24.26,"1,0,4","3,-9,-1"
1910,210.414,12.049,136.17,4326.32,255.102,3186.0,63.69,(9545),[-14-639],Other/Random,18.01,"9,5,45","-14,-63,9"
1911,218.573,47.697,125.14,4797.0,229.5,126.0,12.67,(181421),[-4-3627],Other/Random,36.71,"18,14,21","-4,-36,27"
1912,356.117,28.495,46.97,7369.62,228.231,117.0,12.21,(-50-9),[56-3],Other/Random,28.56,"-5,0,-9","5,6,-3"
1913,205.105,29.674,135.49,7853.29,244.108,2241.0,53.42,(214),[-16-5621],Other/Random,32.21,"2,1,4","-16,-56,21"
1914,161.691,17.628,211.7,8364.47,243.62,1872.0,48.82,(-18-7-63),[-4-183],Other/Random,22.11,"-18,-7,-63","-4,-18,3"
1915,136.486,51.435,227.78,8679.1,252.314,3006.0,61.87,(-56-54-63),[7-4230],Other/Random,36.2,"-56,-54,-63","7,-42,30"
1916,212.436,34.449,139.16,10126.59,242.617,1341.0,41.32,(322156),[0-52],Other/Random,27.66,"32,21,56","0,-5,2"
1917,1.553,32.965,16.88,11077.43,243.974,1386.0,42.01,(203),[-12427],Other/Random,21.72,"2,0,3","-12,42,7"
1918,303.897,46.07,47.78,12983.1,238.949,1233.0,39.62,(647),[-312],Other/Random,30.02,"6,4,7","-3,1,2"
1919,185.233,21.471,217.88,13891.93,239.09,1305.0,40.76,(205),[49-56-16],Other/Random,21.55,"2,0,5","49,-56,-16"
1920,67.18,51.447,310.38,16961.04,242.522,1242.0,39.77,(637),[-30-2135],Other/Random,30.83,"6,3,7","-30,-21,35"
1921,286.889,48.758,42.34,17054.34,241.611,1944.0,49.75,(-56-18-63),[-36-4045],Other/Random,38.22,"-56,-18,-63","-36,-40,45"
1922,180.781,25.076,189.94,180.81,243.854,1233.0,39.62,(409),[3-18-2],Other/Random,22.54,"4,0,9","3,-18,-2"
1923,168.588,44.011,202.49,276.58,246.288,1593.0,45.04,(-5-1-5),[-7-6318],Other/Random,16.43,"-5,-1,-5","-7,-63,18"
1924,288.328,19.944,97.46,1472.36,243.338,720.0,30.28,(319),[-10-54],Other/Random,27.62,"3,1,9","-10,-5,4"
1925,187.279,6.249,130.21,2962.07,233.786,126.0,12.67,(001),[110],Rotated Cube {001}<110>,6.73,"0,0,1","1,1,0"
1926,174.584,24.9,166.55,4431.49,241.442,936.0,34.52,(-40-9),[3-9-1],Other/Random,27.06,"-4,0,-9","3,-9,-1"
1927,58.244,50.593,321.37,6589.29,227.357,126.0,12.67,(858),[-25-2440],Other/Random,38.03,"8,5,8","-25,-24,40"
1928,353.995,31.759,47.39,7645.56,264.763,3645.0,68.12,(-45-8-72),[34-2],Other/Random,31.96,"-45,-8,-72","3,4,-2"
1929,151.6,37.256,223.48,8806.21,253.29,3348.0,65.29,(-16-9-24),[-9-6328],Other/Random,29.58,"-16,-9,-24","-9,-63,28"
1930,37.985,39.459,309.35,9243.05,254.793,2610.0,57.65,(436),[763-36],Other/Random,33.82,"4,3,6","7,63,-36"
1931,354.177,13.761,36.63,10779.36,249.699,1854.0,48.59,(-10-4),[2442-7],Other/Random,19.74,"-1,0,-4","24,42,-7"
1932,26.985,30.904,306.94,11694.5,257.677,3339.0,65.2,(351863),[410-5],Other/Random,36.12,"35,18,63","4,10,-5"
1933,342.069,3.659,339.47,12497.8,230.6,135.0,13.11,(001),[110],Rotated Cube {001}<110>,7.49,"0,0,1","1,1,0"
1934,37.702,38.969,309.22,12827.7,237.039,693.0,29.7,(548),[19-5],Other/Random,33.82,"5,4,8","1,9,-5"
1935,14.383,6.289,7.11,13335.0,236.442,387.0,22.2,(109),[-250],Other/Random,22.38,"1,0,9","-2,5,0"
1936,182.606,24.226,208.21,739.5,246.702,1692.0,46.41,(409),[5-9-2],Other/Random,28.02,"4,0,9","5,-9,-2"
1937,119.182,48.234,235.23,1169.6,246.917,2268.0,53.74,(959),[35-10-28],Other/Random,25.74,"9,5,9","35,-10,-28"
1938,27.167,40.425,313.1,2407.37,244.899,711.0,30.09,(15820),[29-5],Other/Random,32.64,"15,8,20","2,9,-5"
1939,337.359,44.502,34.31,3528.75,231.45,180.0,15.14,(-64-27-72),[763-27],Other/Random,24.06,"-64,-27,-72","7,63,-27"
1940,191.797,31.508,134.28,3977.54,257.205,2106.0,51.78,(24540),[-5-94],Other/Random,33.35,"24,5,40","-5,-9,4"
1941,54.6,2.075,288.85,4176.19,256.477,2979.0,61.59,(00-1),[-7-20],Other/Random,16.68,"0,0,-1","-7,-2,0"
1942,62.108,40.291,278.21,5639.24,259.735,2070.0,51.34,(-15-8-20),[-56-1649],Other/Random,23.01,"-15,-8,-20","-56,-16,49"
1943,207.269,47.987,132.81,6132.81,262.307,4257.0,73.62,(212),[-3-2114],Other/Random,34.42,"2,1,2","-3,-21,14"
1944,170.975,13.49,226.95,6192.72,255.03,1809.0,47.99,(-10-4),[-27-368],Other/Random,15.23,"-1,0,-4","-27,-36,8"
1945,15.502,21.394,315.74,7320.71,235.418,495.0,25.1,(27872),[714-4],Other/Random,26.8,"27,8,72","7,14,-4"
1946,222.783,36.841,130.04,8257.5,264.348,4428.0,75.09,(10918),[0-21],Other/Random,31.54,"10,9,18","0,-2,1"
1947,238.514,50.121,117.7,8548.31,253.614,3195.0,63.78,(535),[569-63],Other/Random,24.41,"5,3,5","56,9,-63"
1948,199.708,43.365,168.91,9455.96,250.236,1485.0,43.48,(110),[001],Goss {110}<001>,14.14,"1,1,0","0,0,1"
1949,145.002,45.524,221.81,9797.87,233.87,207.0,16.23,(-35-24-42),[0-95],Other/Random,29.77,"-35,-24,-42","0,-9,5"
1950,211.788,31.863,145.37,10381.87,256.118,1836.0,48.35,(539),[0-31],Other/Random,25.15,"5,3,9","0,-3,1"
1951,3.747,17.58,13.92,11335.05,235.304,207.0,16.23,(103),[-18637],Other/Random,24.87,"1,0,3","-18,63,7"
1952,195.021,19.226,121.27,11528.29,256.409,2970.0,61.49,(319),[-40-4518],Other/Random,19.27,"3,1,9","-40,-45,18"
1953,33.521,51.292,325.43,12525.72,250.341,2556.0,57.05,(-3-2-3),[3-61],Other/Random,28.11,"-3,-2,-3","3,-6,1"
1954,34.205,47.706,323.12,13212.28,249.042,1953.0,49.87,(644572),[-18-4],Other/Random,27.83,"64,45,72","-1,8,-4"
1955,44.441,43.42,323.58,13447.5,236.679,252.0,17.91,(223),[-1863-28],Other/Random,30.84,"2,2,3","-18,63,-28"
1956,303.398,1.188,90.23,14165.22,248.83,1269.0,40.2,(001),[110],Rotated Cube {001}<110>,11.43,"0,0,1","1,1,0"
1957,185.848,38.601,199.12,15234.23,244.047,954.0,34.85,(36545),[27-72-16],Other/Random,24.64,"36,5,45","27,-72,-16"
1958,157.777,43.025,218.77,15252.0,230.4,45.0,7.57,(-18-7-21),[-2-147],Other/Random,27.43,"-18,-7,-21","-2,-14,7"
1959,10.292,20.368,3.05,16187.46,232.091,99.0,11.23,(27872),[-290],Other/Random,24.31,"27,8,72","-2,9,0"
1960,35.397,47.484,325.09,17186.05,243.711,873.0,33.34,(644572),[-16-3],Other/Random,27.35,"64,45,72","-1,6,-3"
1961,185.753,15.997,186.9,216.48,248.661,1116.0,37.7,(207),[2-90],Other/Random,20.37,"2,0,7","2,-9,0"
1962,327.968,48.252,52.8,855.92,251.143,1323.0,41.04,(-5-3-5),[212-9],Other/Random,38.24,"-5,-3,-5","2,12,-9"
1963,349.89,15.622,349.68,2540.44,248.531,1152.0,38.3,(-20-7),[-380],Other/Random,25.67,"-2,0,-7","-3,8,0"
1964,30.257,9.748,313.39,2583.91,250.125,1368.0,41.73,(9763),[1656-7],Other/Random,19.02,"9,7,63","16,56,-7"
1965,325.548,26.501,39.94,2807.65,246.07,387.0,22.2,(-14-10-35),[07-2],Other/Random,27.05,"-14,-10,-35","0,7,-2"
1966,256.102,9.017,95.1,3167.33,255.453,2205.0,52.99,(001),[100],Cube {001}<100>,12.59,"0,0,1","1,0,0"
1967,196.555,12.135,174.0,3652.9,256.585,954.0,34.85,(9545),[1-50],Other/Random,16.07,"9,5,45","1,-5,0"
1968,170.757,31.85,193.5,3699.94,241.594,288.0,19.15,(-45-8-72),[0-81],Other/Random,15.6,"-45,-8,-72","0,-8,1"
1969,154.967,36.398,191.77,3996.22,246.732,369.0,21.68,(-2-1-3),[16-567],Other/Random,19.74,"-2,-1,-3","16,-56,7"
1970,203.71,43.081,132.92,4788.9,234.6,90.0,10.7,(482156),[-5-2012],Other/Random,34.09,"48,21,56","-5,-20,12"
1971,191.979,33.903,163.77,5597.25,250.417,324.0,20.31,(14321),[0-61],Other/Random,15.09,"14,3,21","0,-6,1"
1972,342.802,31.029,51.9,5770.22,266.52,3825.0,69.79,(-24-7-42),[814-7],Other/Random,32.65,"-24,-7,-42","8,14,-7"
1973,192.908,47.077,130.45,6492.95,244.519,711.0,30.09,(-9-2-9),[-342],Other/Random,41.62,"-9,-2,-9","-3,4,2"
1974,175.232,42.181,219.84,6711.0,238.044,207.0,16.23,(-8-1-9),[-9-1810],Other/Random,36.63,"-8,-1,-9","-9,-18,10"
1975,24.124,10.758,6.62,7293.77,266.312,2862.0,60.37,(3218),[-350],Other/Random,17.84,"3,2,18","-3,5,0"
1976,246.801,21.364,95.54,7396.17,265.425,5058.0,80.25,(-21-8-56),[155-6],Other/Random,27.65,"-21,-8,-56","15,5,-6"
1977,197.641,42.463,127.91,7431.0,234.692,117.0,12.21,(491656),[-7-1410],Other/Random,41.14,"49,16,56","-7,-14,10"
1978,74.16,7.064,268.64,7568.8,269.198,5220.0,81.52,(-10-8),[-24-83],Other/Random,18.58,"-1,0,-8","-24,-8,3"
1979,349.115,36.249,43.97,7690.76,265.081,2223.0,53.2,(-5-1-7),[12-1],Other/Random,37.35,"-5,-1,-7","1,2,-1"
1980,44.449,39.498,314.63,8744.98,258.332,2925.0,61.03,(212035),[-218-9],Other/Random,32.07,"21,20,35","-2,18,-9"
1981,195.847,37.311,161.25,10310.24,257.995,5031.0,80.04,(110),[001],Goss {110}<001>,14.57,"1,1,0","0,0,1"
1982,174.856,42.56,218.15,11560.25,248.6,540.0,26.22,(-8-1-9),[-8-189],Other/Random,34.7,"-8,-1,-9","-8,-18,9"
1983,359.256,21.254,23.53,11631.24,263.254,3582.0,67.53,(-20-5),[1230-5],Other/Random,30.65,"-2,0,-5","12,30,-5"
1984,55.925,46.906,301.07,13027.0,232.0,27.0,5.86,(-40-27-45),[-40532],Other/Random,25.36,"-40,-27,-45","-40,5,32"
1985,187.722,20.844,146.98,13920.27,256.568,999.0,35.66,(308),[-27-6314],Other/Random,28.61,"3,0,8","-27,-63,14"
1986,299.226,8.505,92.67,14227.97,247.114,315.0,20.03,(9872),[-24-154],Other/Random,15.61,"9,8,72","-24,-15,4"
1987,279.583,21.326,104.28,15184.42,246.154,1053.0,36.62,(27872),[-63-2827],Other/Random,29.94,"27,8,72","-63,-28,27"
1988,218.464,38.623,127.64,15764.28,246.149,1089.0,37.24,(548),[-7-5632],Other/Random,34.27,"5,4,8","-7,-56,32"
1989,147.266,35.358,227.83,16170.79,247.533,1233.0,39.62,(-24-15-40),[-1-63],Other/Random,31.99,"-24,-15,-40","-1,-6,3"
1990,150.627,27.083,230.53,16840.5,231.0,18.0,4.79,(-16-9-36),[-5-156],Other/Random,34.25,"-16,-9,-36","-5,-15,6"
1991,174.4,20.846,207.01,16840.5,237.214,126.0,12.67,(-30-8),[-9-244],Other/Random,29.8,"-3,0,-8","-9,-24,4"
1992,199.522,40.701,143.15,16920.07,246.833,810.0,32.11,(281035),[-7-4218],Other/Random,26.37,"28,10,35","-7,-42,18"
1993,125.151,50.939,216.16,17094.33,244.696,414.0,22.96,(-7-5-7),[2120-35],Other/Random,39.76,"-7,-5,-7","21,20,-35"
1994,324.175,53.706,45.01,49.5,252.344,1098.0,37.39,(564563),[45-637],Other/Random,35.19,"56,45,63","45,-63,7"
1995,207.242,45.625,135.25,906.35,252.546,1386.0,42.01,(849),[-5-4024],Other/Random,31.8,"8,4,9","-5,-40,24"
1996,326.329,51.383,50.02,1222.57,247.478,1224.0,39.48,(323),[3-40],Other/Random,37.23,"3,2,3","3,-4,0"
1997,293.057,22.788,46.26,2443.28,248.836,1314.0,40.9,(9424),[-2197],Other/Random,30.68,"9,4,24","-21,9,7"
1998,197.955,41.857,136.16,3207.89,257.25,1548.0,44.4,(627),[-3-95],Other/Random,33.21,"6,2,7","-3,-9,5"
1999,189.482,13.021,166.1,3940.22,245.906,576.0,27.08,(001),[100],Cube {001}<100>,13.75,"0,0,1","1,0,0"
2000,221.843,41.141,119.71,4914.85,260.754,2745.0,59.12,(141221),[-7-3525],Other/Random,33.18,"14,12,21","-7,-35,25"
2001,129.931,27.196,265.12,6066.36,268.868,3960.0,71.01,(6515),[2416-15],Other/Random,28.93,"6,5,15","24,16,-15"
2002,185.831,27.064,194.48,7345.47,241.465,387.0,22.2,(102),[8-24-3],Other/Random,26.47,"1,0,2","8,-24,-3"
2003,207.68,45.014,129.32,8452.68,253.138,1566.0,44.65,(849),[-2-96],Other/Random,36.42,"8,4,9","-2,-9,6"
2004,37.731,42.0,320.71,8929.44,249.955,396.0,22.45,(453563),[-19-4],Other/Random,28.26,"45,35,63","-1,9,-4"
2005,92.313,34.996,299.31,8999.01,253.856,1251.0,39.91,(507),[2821-20],Other/Random,32.65,"5,0,7","28,21,-20"
2006,328.921,47.951,43.32,9775.68,258.506,1548.0,44.4,(-7-4-7),[05-3],Other/Random,31.18,"-7,-4,-7","0,5,-3"
2007,25.948,9.065,294.05,9824.65,260.762,2493.0,56.34,(001),[110],Rotated Cube {001}<110>,10.35,"0,0,1","1,1,0"
2008,191.52,20.844,156.92,12055.2,236.4,45.0,7.57,(27872),[-7-426],Other/Random,23.8,"27,8,72","-7,-42,6"
2009,227.563,48.378,123.71,12326.11,247.568,396.0,22.45,(-10-9-12),[50-4],Other/Random,30.95,"-10,-9,-12","5,0,-4"
2010,233.173,18.159,111.0,12465.43,244.56,450.0,23.94,(-5-4-20),[123-4],Other/Random,24.04,"-5,-4,-20","12,3,-4"
2011,53.046,46.743,303.43,13278.75,240.321,504.0,25.33,(-48-35-56),[-72956],Other/Random,27.31,"-48,-35,-56","-72,9,56"
2012,326.611,50.049,41.88,14782.17,246.623,693.0,29.7,(-3-2-3),[-545-27],Other/Random,31.25,"-3,-2,-3","-5,45,-27"
2013,49.027,58.625,317.33,17026.0,235.0,27.0,5.86,(-35-32-40),[2749-63],Other/Random,40.31,"-35,-32,-40","27,49,-63"
2014,337.754,51.432,47.98,81.73,249.663,855.0,32.99,(301435),[45-63-14],Other/Random,37.37,"30,14,35","45,-63,-14"
2015,23.227,17.239,307.66,2169.73,253.707,1629.0,45.54,(16756),[3563-18],Other/Random,23.4,"16,7,56","35,63,-18"
2016,224.456,29.053,120.29,4381.12,260.286,2079.0,51.45,(225),[-9-4520],Other/Random,31.63,"2,2,5","-9,-45,20"
2017,184.731,39.356,134.71,5442.55,266.78,3312.0,64.94,(15218),[-10-159],Other/Random,39.6,"15,2,18","-10,-15,9"
2018,21.045,36.72,327.47,6010.72,267.503,1773.0,47.51,(527),[19-3],Other/Random,22.93,"5,2,7","1,9,-3"
2019,311.903,58.126,46.02,6473.48,267.91,3114.0,62.97,(161518),[25-6],Other/Random,38.7,"16,15,18","2,5,-6"
2020,24.668,31.71,315.67,7193.28,268.981,3789.0,69.46,(20936),[1035-14],Other/Random,31.76,"20,9,36","10,35,-14"
2021,315.249,28.8,31.21,7465.34,270.029,2808.0,59.79,(-16-15-40),[-27-2],Other/Random,31.0,"-16,-15,-40","-2,7,-2"
2022,197.284,12.42,155.71,8200.65,269.58,2187.0,52.77,(001),[100],Cube {001}<100>,14.25,"0,0,1","1,0,0"
2023,27.579,42.374,320.71,9303.96,261.414,1044.0,36.46,(281535),[218-9],Other/Random,27.01,"28,15,35","2,18,-9"
2024,181.222,3.958,214.56,10300.5,238.5,36.0,6.77,(001),[110],Rotated Cube {001}<110>,10.03,"0,0,1","1,1,0"
2025,211.877,42.082,132.35,10436.23,259.855,2736.0,59.02,(14918),[-7-5632],Other/Random,32.63,"14,9,18","-7,-56,32"
2026,213.569,30.557,122.0,12006.44,254.308,1053.0,36.62,(326),[-3-84],Other/Random,36.7,"3,2,6","-3,-8,4"
2027,163.803,40.181,228.77,12429.76,265.038,3069.0,62.51,(-36-10-45),[-20-4527],Other/Random,38.62,"-36,-10,-45","-20,-45,27"
2028,194.169,10.353,174.5,12929.94,258.017,1575.0,44.78,(001),[100],Cube {001}<100>,13.5,"0,0,1","1,0,0"
2029,45.485,44.476,311.35,13312.77,252.155,873.0,33.34,(-15-14-21),[-72845],Other/Random,32.16,"-15,-14,-21","-72,8,45"
2030,201.714,45.995,132.53,16534.61,248.014,657.0,28.92,(838),[-6-2114],Other/Random,35.6,"8,3,8","-6,-21,14"
2031,326.895,49.414,48.93,17215.19,247.585,477.0,24.64,(-8-5-8),[763-45],Other/Random,35.65,"-8,-5,-8","7,63,-45"
2032,79.765,22.091,262.03,1032.37,255.175,1386.0,42.01,(-18-5-45),[-21-79],Other/Random,28.55,"-18,-5,-45","-21,-7,9"
2033,123.257,56.361,220.46,1089.3,254.73,801.0,31.94,(-12-10-15),[1512-20],Other/Random,39.31,"-12,-10,-15","15,12,-20"
2034,11.299,34.933,328.87,2201.36,249.107,252.0,17.91,(14321),[621-7],Other/Random,25.58,"14,3,21","6,21,-7"
2035,23.399,12.923,312.67,2392.75,251.583,324.0,20.31,(9545),[1842-7],Other/Random,24.68,"9,5,45","18,42,-7"
2036,130.535,45.671,213.76,2976.4,253.467,405.0,22.71,(769),[18-8-9],Other/Random,34.69,"7,6,9","18,-8,-9"
2037,178.9,22.026,179.1,3914.73,263.113,2313.0,54.27,(-20-5),[0-10],Other/Random,22.12,"-2,0,-5","0,-1,0"
2038,160.81,49.6,228.38,4800.71,264.63,2016.0,50.66,(839),[-572],Other/Random,38.17,"8,3,9","-5,7,2"
2039,161.56,47.237,221.05,5375.94,269.629,801.0,31.94,(313),[-592],Other/Random,31.19,"3,1,3","-5,9,2"
