grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int,on_Lambda_fiber,Lambda_fiber_deviation_deg,on_Gamma_fiber,Gamma_fiber_deviation_deg,on_Eta_fiber,Eta_fiber_deviation_deg,on_Alpha_fiber,Alpha_fiber_deviation_deg
150,191.514,28.122,141.97,6404.21,3.158,171.0,14.76,(9218),[-9-217],Other/Random,33.55,"9,2,18","-9,-21,7",False,28.12,False,33.88,False,28.32,False,27.41
151,176.146,43.201,215.14,6417.86,4.071,126.0,12.67,(-8-1-9),[-27-6328],Other/Random,32.53,"-8,-1,-9","-27,-63,28",False,43.2,False,32.67,False,32.42,False,28.9
152,168.47,46.387,220.63,6429.0,0.0,27.0,5.86,(515),[-12217],Other/Random,33.59,"5,1,5","-12,21,7",False,44.81,False,26.95,False,33.55,False,22.68
153,342.159,21.54,49.47,6441.44,16.452,1395.0,42.14,(-3-1-8),[1221-7],Other/Random,25.31,"-3,-1,-8","12,21,-7",False,21.54,False,36.51,False,33.36,False,22.23
154,46.171,50.786,318.54,6457.5,0.0,18.0,4.79,(1-11),[-561635],Other/Random,35.52,"1,-1,1","-56,16,35",False,50.79,True,4.06,False,34.82,False,19.4
155,154.029,31.106,223.72,6486.0,7.5,846.0,32.82,(-20-9-36),[-5-208],Other/Random,31.01,"-20,-9,-36","-5,-20,8",False,31.11,False,26.73,False,24.65,False,26.47
156,33.159,53.207,318.38,6518.57,4.286,189.0,15.51,(1-11),[10-1],Other/Random,32.53,"1,-1,1","1,0,-1",False,47.9,True,9.69,False,32.5,True,13.47
157,143.987,48.448,225.86,6534.5,1.0,54.0,8.29,(111),[10-1],Other/Random,33.31,"1,1,1","1,0,-1",False,48.45,True,9.43,False,32.52,True,12.58
158,350.042,7.494,42.77,6572.02,31.918,4968.0,79.53,(001),[110],Rotated Cube {001}<110>,14.3,"0,0,1","1,1,0",True,7.49,False,48.73,False,32.92,True,13.42
159,308.575,22.4,75.89,6629.64,42.013,4221.0,73.31,(4312),[-7-33],Other/Random,30.3,"4,3,12","-7,-3,3",False,22.4,False,32.54,False,31.46,False,30.18
160,149.576,46.228,225.79,6683.06,6.798,1116.0,37.7,(111),[10-1],Other/Random,32.4,"1,1,1","1,0,-1",False,46.23,True,14.07,False,31.53,True,14.37
161,350.634,41.093,39.26,6759.45,7.773,1386.0,42.01,(-6-1-7),[410-5],Other/Random,33.23,"-6,-1,-7","4,10,-5",False,41.09,False,29.39,False,32.69,False,27.23
162,195.066,31.792,146.03,6809.09,9.305,531.0,26.0,(18530),[-3-124],Other/Random,27.25,"18,5,30","-3,-12,4",False,31.79,False,30.29,False,22.44,False,30.49
163,30.775,32.125,311.95,6833.83,5.229,315.0,20.03,(539),[29-4],Other/Random,32.71,"5,3,9","2,9,-4",False,32.12,False,24.52,False,26.28,False,23.98
164,348.177,35.021,41.64,6857.92,10.824,666.0,29.12,(-14-3-21),[49-4],Other/Random,34.8,"-14,-3,-21","4,9,-4",False,35.02,False,30.12,False,32.55,False,30.04
165,351.588,40.135,40.45,6885.49,4.161,279.0,18.85,(-20-3-24),[818-9],Other/Random,35.03,"-20,-3,-24","8,18,-9",False,40.13,False,30.23,False,34.38,False,28.44
166,312.748,26.257,68.54,6944.48,37.341,5760.0,85.64,(9824),[-6-23],Other/Random,33.38,"9,8,24","-6,-2,3",False,26.26,False,28.51,False,30.54,False,25.82
167,306.963,20.473,76.96,6977.49,9.329,738.0,30.65,(181463),[-35-1514],Other/Random,29.3,"18,14,63","-35,-15,14",False,20.47,False,34.55,False,30.13,False,29.29
168,315.458,21.291,60.1,7033.05,41.53,7416.0,97.17,(-2-2-7),[312-4],Other/Random,26.32,"-2,-2,-7","3,12,-4",False,21.29,False,33.45,False,22.8,False,29.02
169,198.084,10.866,185.14,7095.3,25.934,2052.0,51.11,(001),[3-70],Other/Random,24.31,"0,0,1","3,-7,0",True,10.87,False,45.23,False,23.15,False,21.89
170,334.827,33.661,54.01,7119.19,13.438,432.0,23.45,(-21-10-35),[49-5],Other/Random,37.24,"-21,-10,-35","4,9,-5",False,33.66,False,25.0,False,35.09,False,26.4
171,312.641,25.599,62.22,7138.62,17.264,954.0,34.85,(113),[-63-1427],Other/Random,29.54,"1,1,3","-63,-14,27",False,25.6,False,29.17,False,25.49,False,24.69
172,22.311,35.428,307.35,7210.41,30.196,7164.0,95.51,(14621),[2863-36],Other/Random,38.25,"14,6,21","28,63,-36",False,35.43,False,24.89,False,36.18,False,26.29
173,60.523,36.765,314.66,7309.26,31.742,4401.0,74.86,(-16-9-24),[-1045],Other/Random,30.26,"-16,-9,-24","-10,4,5",False,36.76,False,21.03,False,32.66,False,26.31
174,128.778,47.693,216.08,7333.57,3.571,189.0,15.51,(111),[9-4-5],Other/Random,36.54,"1,1,1","9,-4,-5",False,47.69,True,8.55,False,35.39,False,27.82
175,127.68,37.983,221.77,7368.72,26.472,2763.0,59.31,(548),[63-18-28],Other/Random,32.09,"5,4,8","63,-18,-28",False,37.98,False,17.55,False,29.37,False,25.03
176,13.469,35.073,312.99,7434.72,18.521,3267.0,64.5,(416),[12-1],Other/Random,36.84,"4,1,6","1,2,-1",False,35.07,False,29.26,False,36.63,False,29.9
177,65.172,49.421,304.04,7490.89,3.692,234.0,17.26,(849),[-35-1640],Other/Random,25.21,"8,4,9","-35,-16,40",False,46.42,False,16.73,False,43.59,False,16.83
178,129.82,45.771,214.91,7542.64,16.591,2070.0,51.34,(111),[18-8-9],Other/Random,35.18,"1,1,1","18,-8,-9",False,45.77,True,9.8,False,33.72,False,28.59
179,331.469,30.467,45.71,7596.12,20.595,2331.0,54.48,(-7-4-14),[1045-18],Other/Random,31.86,"-7,-4,-14","10,45,-18",False,30.47,False,26.54,False,24.75,False,26.0
180,201.655,24.009,128.67,7621.75,2.75,108.0,11.73,(12530),[-4-83],Other/Random,28.42,"12,5,30","-4,-8,3",False,24.01,False,33.65,False,32.44,False,25.52
181,11.619,23.197,318.98,7675.23,22.11,3915.0,70.6,(27763),[714-4],Other/Random,27.89,"27,7,63","7,14,-4",False,23.2,False,36.94,False,30.63,False,23.24
182,202.779,33.719,134.39,7719.62,7.676,306.0,19.74,(528),[-3-94],Other/Random,33.14,"5,2,8","-3,-9,4",False,33.72,False,25.87,False,28.94,False,25.93
183,312.378,46.042,43.98,7737.08,6.167,324.0,20.31,(-1-11),[-20512],Other/Random,33.66,"-1,-1,1","-20,5,12",False,46.04,True,8.92,False,32.75,False,18.52
184,317.883,52.003,37.72,7762.22,9.321,756.0,31.03,(-1-11),[-27-4],Other/Random,33.16,"-1,-1,1","-2,7,-4",False,52.0,True,3.58,False,32.93,False,20.87
185,187.301,32.888,136.92,7802.64,19.674,1710.0,46.66,(45872),[-27-4520],Other/Random,34.12,"45,8,72","-27,-45,20",False,32.89,False,33.32,False,37.12,False,25.78
186,32.973,25.298,317.58,7825.5,1.0,54.0,8.29,(8520),[763-18],Other/Random,26.98,"8,5,20","7,63,-18",False,25.3,False,30.32,False,17.97,False,28.78
187,197.939,26.729,120.09,7839.36,20.292,1449.0,42.95,(316),[-36-4525],Other/Random,26.9,"3,1,6","-36,-45,25",False,26.73,False,32.57,False,44.36,False,23.61
188,154.43,25.154,221.7,7880.05,10.184,1026.0,36.14,(-15-7-35),[-7-288],Other/Random,29.81,"-15,-7,-35","-7,-28,8",False,25.15,False,31.8,False,21.03,False,30.69
189,29.434,36.822,314.81,7905.0,0.75,36.0,6.77,(16924),[16-3],Other/Random,30.65,"16,9,24","1,6,-3",False,36.82,False,21.0,False,26.76,False,21.25
190,151.243,43.738,222.39,7938.41,20.192,2574.0,57.25,(-15-8-18),[-1-95],Other/Random,29.4,"-15,-8,-18","-1,-9,5",False,43.74,False,16.44,False,28.14,False,17.61
191,175.3,40.317,216.52,7966.5,3.0,54.0,8.29,(-54-7-63),[-4-94],Other/Random,33.53,"-54,-7,-63","-4,-9,4",False,40.32,False,32.53,False,33.06,False,30.02
192,246.829,51.036,130.56,7979.19,4.385,234.0,17.26,(492456),[3021-35],Other/Random,30.76,"49,24,56","30,21,-35",False,44.37,False,17.75,False,45.97,False,24.61
193,219.34,31.983,127.63,8059.35,29.258,8811.0,105.92,(5410),[-9-6328],Other/Random,33.31,"5,4,10","-9,-63,28",False,31.98,False,23.06,False,26.1,False,21.31
194,126.614,36.909,261.1,8147.02,10.303,684.0,29.51,(272045),[63-5],Other/Random,31.45,"27,20,45","6,3,-5",False,36.91,False,18.78,False,43.42,False,21.07
195,46.684,55.012,323.14,8217.29,26.532,5886.0,86.57,(1-11),[-35-2456],Other/Random,37.03,"1,-1,1","-35,-24,56",False,53.41,True,1.4,False,36.95,False,24.13
196,165.645,24.067,222.54,8300.24,43.049,6075.0,87.95,(-27-7-63),[-3-62],Other/Random,29.29,"-27,-7,-63","-3,-6,2",False,24.07,False,35.55,False,29.9,False,24.95
197,344.661,34.187,38.79,8346.58,8.579,513.0,25.56,(-4-1-6),[515-6],Other/Random,30.49,"-4,-1,-6","5,15,-6",False,34.19,False,28.81,False,27.28,False,28.67
198,344.661,26.716,27.57,8371.99,46.827,5364.0,82.64,(-4-1-8),[318-4],Other/Random,25.13,"-4,-1,-8","3,18,-4",False,26.72,False,33.42,False,15.37,False,34.01
199,202.321,30.384,150.41,8405.79,5.571,126.0,12.67,(529),[100],Other/Random,22.97,"5,2,9","1,0,0",False,30.38,False,28.47,True,14.94,False,30.7
200,195.425,24.351,144.64,8417.35,34.045,1809.0,47.99,(24756),[-4-123],Other/Random,31.37,"24,7,56","-4,-12,3",False,24.35,False,35.04,False,22.12,False,30.57
201,187.037,26.045,169.21,8416.5,0.0,18.0,4.79,(9218),[100],Other/Random,19.99,"9,2,18","1,0,0",False,26.05,False,36.74,True,5.42,False,40.35
202,333.055,10.471,32.17,8443.2,10.446,747.0,30.84,(001),[100],Cube {001}<100>,11.7,"0,0,1","1,0,0",True,10.47,False,44.86,True,7.33,False,39.67
203,172.344,44.995,222.16,8467.56,3.84,225.0,16.93,(-8-1-8),[-20-4527],Other/Random,37.12,"-8,-1,-8","-20,-45,27",False,44.99,False,29.86,False,37.07,False,25.87
204,207.535,21.714,134.32,8485.12,22.529,2349.0,54.69,(5315),[-2-72],Other/Random,28.23,"5,3,15","-2,-7,2",False,21.71,False,34.46,False,22.06,False,32.46
205,154.388,43.506,218.1,8533.2,29.991,3105.0,62.88,(-30-14-35),[-1-94],Other/Random,26.46,"-30,-14,-35","-1,-9,4",False,43.51,False,18.38,False,25.44,False,20.13
206,48.714,18.589,308.29,8585.13,16.851,1575.0,44.78,(-9-8-36),[100],Other/Random,18.83,"-9,-8,-36","1,0,0",False,18.59,False,36.2,True,14.56,False,30.54
207,17.283,24.016,338.44,8615.4,8.4,450.0,23.94,(24756),[100],Other/Random,24.01,"24,7,56","1,0,0",False,24.02,False,34.76,True,8.97,False,36.47
208,47.662,23.962,303.74,8649.76,13.0,1512.0,43.88,(-7-6-21),[-72-827],Other/Random,25.44,"-7,-6,-21","-72,-8,27",False,23.96,False,30.81,False,20.64,False,25.78
209,191.292,45.582,149.64,8691.0,0.0,27.0,5.86,(-5-1-5),[-251],Other/Random,23.78,"-5,-1,-5","-2,5,1",False,45.54,False,27.22,False,23.73,False,25.5
210,79.094,32.42,302.38,8746.15,24.195,4302.0,74.01,(-5-1-8),[-1478],Other/Random,27.7,"-5,-1,-8","-14,7,8",False,32.42,False,31.8,False,36.74,False,27.53
211,203.913,29.256,136.6,8818.51,25.302,3006.0,61.87,(9418),[-16-5621],Other/Random,31.91,"9,4,18","-16,-56,21",False,29.26,False,28.83,False,24.88,False,28.49
212,214.347,22.81,126.75,8887.86,28.439,5274.0,81.95,(4312),[-6-217],Other/Random,29.54,"4,3,12","-6,-21,7",False,22.81,False,32.51,False,24.4,False,30.27
213,27.188,34.16,322.52,8970.11,39.933,6858.0,93.44,(9515),[872-27],Other/Random,25.91,"9,5,15","8,72,-27",False,34.16,False,23.9,False,20.62,False,25.39
214,150.312,50.866,226.94,9030.68,9.961,927.0,34.36,(111),[10-1],Other/Random,34.95,"1,1,1","1,0,-1",False,47.63,True,12.78,False,34.76,True,10.99
215,237.287,34.461,116.58,9079.45,20.311,2196.0,52.88,(-32-21-56),[101],Other/Random,23.15,"-32,-21,-56","1,0,1",False,34.46,False,21.96,False,30.43,True,14.64
216,169.67,33.952,219.56,9114.0,2.684,171.0,14.76,(-16-3-24),[-28-6327],Other/Random,33.99,"-16,-3,-24","-28,-63,27",False,33.95,False,31.36,False,31.44,False,29.18
217,1.461,20.905,15.83,9174.42,12.054,1998.0,50.44,(308),[-18637],Other/Random,27.07,"3,0,8","-18,63,7",False,20.9,False,41.36,False,17.2,False,29.2
218,203.996,29.229,145.21,9234.75,8.412,873.0,33.34,(9418),[-7-5616],Other/Random,26.11,"9,4,18","-7,-56,16",False,29.23,False,28.83,False,17.68,False,29.46
219,335.696,27.562,55.02,9265.69,8.854,369.0,21.68,(-9-4-18),[918-8],Other/Random,30.98,"-9,-4,-18","9,18,-8",False,27.56,False,30.09,False,34.77,False,28.1
220,45.476,8.728,299.49,9295.34,20.569,1944.0,49.75,(001),[-28-74],Other/Random,17.37,"0,0,1","-28,-7,4",True,8.73,False,46.01,False,16.55,False,31.1
221,18.824,7.771,336.29,9332.37,17.669,1062.0,36.77,(001),[100],Cube {001}<100>,9.18,"0,0,1","1,0,0",True,7.77,False,47.85,True,5.63,False,40.41
222,54.416,52.14,318.77,9350.66,9.0,234.0,17.26,(1-11),[-4-36],Other/Random,36.75,"1,-1,1","-4,-3,6",False,50.05,True,7.99,False,39.95,False,24.49
223,27.797,52.643,317.5,9364.48,11.237,531.0,26.0,(1-11),[10-1],Other/Random,32.51,"1,-1,1","1,0,-1",False,45.32,True,14.0,False,32.5,True,12.56
224,164.553,30.977,205.08,9398.77,32.198,3537.0,67.11,(-24-7-42),[100],Other/Random,21.13,"-24,-7,-42","1,0,0",False,30.98,False,30.62,True,14.12,False,32.86
225,16.924,7.456,338.76,9449.87,13.217,1953.0,49.87,(001),[100],Cube {001}<100>,8.61,"0,0,1","1,0,0",True,7.46,False,48.24,True,4.95,False,40.92
226,45.819,44.035,312.56,9490.29,2.571,63.0,8.96,(1-11),[-35521],Other/Random,32.23,"1,-1,1","-35,5,21",False,44.03,True,10.72,False,31.67,False,15.45
227,32.676,44.563,321.8,9521.81,34.977,4275.0,73.78,(1-11),[-218-9],Other/Random,27.12,"1,-1,1","-2,18,-9",False,44.56,True,13.81,False,25.93,False,19.48
228,212.127,33.165,140.81,9537.0,0.75,36.0,6.77,(539),[0-83],Other/Random,26.93,"5,3,9","0,-8,3",False,33.16,False,23.26,False,20.34,False,24.84
229,211.058,20.695,145.64,9562.19,10.817,981.0,35.34,(5315),[100],Other/Random,20.95,"5,3,15","1,0,0",False,20.69,False,34.9,True,11.61,False,33.52
230,235.664,14.238,111.81,9598.02,14.632,954.0,34.85,(001),[204-5],Other/Random,18.94,"0,0,1","20,4,-5",True,14.24,False,40.8,False,17.7,False,33.37
231,337.884,25.807,49.45,9633.76,8.514,999.0,35.66,(-8-3-18),[3272-27],Other/Random,31.19,"-8,-3,-18","32,72,-27",False,25.81,False,32.09,False,30.7,False,27.99
232,354.701,44.373,46.75,9696.6,10.217,954.0,34.85,(-9-1-9),[3556-40],Other/Random,43.14,"-9,-1,-9","35,56,-40",False,44.37,False,31.57,False,43.09,False,28.76
233,114.936,46.09,227.48,9739.37,16.569,1566.0,44.65,(849),[63-35-45],Other/Random,30.52,"8,4,9","63,-35,-45",False,46.09,False,17.65,False,41.54,False,25.22
234,345.863,36.476,52.24,9775.06,10.117,846.0,32.82,(-30-7-42),[58-5],Other/Random,37.1,"-30,-7,-42","5,8,-5",False,36.48,False,28.25,False,41.49,False,30.46
235,350.841,37.092,356.12,9806.94,18.269,1305.0,40.76,(110),[001],Goss {110}<001>,14.66,"1,1,0","0,0,1",False,37.09,False,30.72,True,12.47,False,32.82
236,351.286,39.801,1.82,9840.28,10.069,783.0,31.57,(110),[001],Goss {110}<001>,9.1,"1,1,0","0,0,1",False,39.8,False,30.13,True,7.41,False,37.7
237,211.058,28.987,146.24,9875.01,24.684,1224.0,39.48,(7414),[0-72],Other/Random,25.63,"7,4,14","0,-7,2",False,28.99,False,27.25,False,15.64,False,29.38
238,353.299,37.688,357.13,9910.42,11.076,1782.0,47.63,(110),[001],Goss {110}<001>,11.64,"1,1,0","0,0,1",False,37.69,False,31.94,True,9.14,False,36.06
239,1.513,36.492,346.85,9957.0,2.143,189.0,15.51,(110),[001],Goss {110}<001>,14.73,"1,1,0","0,0,1",False,36.49,False,35.27,True,11.97,False,36.6
240,329.353,26.187,61.5,10013.06,10.859,1917.0,49.4,(-12-7-28),[1018-9],Other/Random,29.71,"-12,-7,-28","10,18,-9",False,26.19,False,29.87,False,35.66,False,28.08
241,101.268,19.937,243.45,10102.6,20.789,3717.0,68.79,(27872),[21-6-7],Other/Random,25.07,"27,8,72","21,-6,-7",False,19.94,False,39.26,False,24.21,False,30.61
242,195.952,24.014,151.56,10223.74,35.724,12210.0,124.7,(24756),[-5-306],Other/Random,27.02,"24,7,56","-5,-30,6",False,24.01,False,35.13,False,15.2,False,34.97
243,204.407,28.821,135.69,10318.88,9.0,576.0,27.08,(9418),[-16-5621],Other/Random,32.53,"9,4,18","-16,-56,21",False,28.82,False,29.04,False,25.24,False,28.63
244,197.803,38.025,135.72,10346.88,13.135,666.0,29.12,(314),[-3-84],Other/Random,33.69,"3,1,4","-3,-8,4",False,38.02,False,25.56,False,31.81,False,25.18
245,91.177,15.023,254.06,10372.01,9.333,729.0,30.47,(207),[28-8-7],Other/Random,21.03,"2,0,7","28,-8,-7",False,15.02,False,44.74,False,20.91,False,32.73
246,1.73,36.553,345.33,10399.14,4.138,261.0,18.23,(304),[100],Other/Random,15.83,"3,0,4","1,0,0",False,36.55,False,35.13,True,13.32,False,35.78
247,64.601,15.296,273.84,10426.8,4.05,360.0,21.41,(-9-4-36),[-35-1410],Other/Random,26.38,"-9,-4,-36","-35,-14,10",False,15.3,False,40.55,False,26.09,False,27.85
248,300.561,40.0,64.56,10546.34,40.763,16150.0,143.38,(537),[101],Other/Random,21.25,"5,3,7","1,0,1",False,40.0,False,18.1,False,35.5,True,9.57
249,212.092,29.276,175.72,10682.4,23.139,3825.0,69.79,(7414),[5-90],Other/Random,32.7,"7,4,14","5,-9,0",False,29.28,False,26.77,False,28.43,False,16.77
250,215.213,13.936,178.61,10749.02,10.662,1413.0,42.42,(001),[110],Other/Random,17.85,"0,0,1","1,1,0",True,13.94,False,41.05,False,33.87,True,11.14
251,186.647,5.135,160.49,10813.4,10.07,1413.0,42.42,(001),[100],Cube {001}<100>,13.85,"0,0,1","1,0,0",True,5.13,False,50.78,True,12.9,False,32.25
252,10.172,36.607,337.59,10864.61,6.09,603.0,27.71,(40756),[963-14],Other/Random,18.14,"40,7,56","9,63,-14",False,36.61,False,30.33,False,15.42,False,32.61
253,254.049,20.731,122.65,10905.78,5.091,594.0,27.5,(-27-8-72),[3-1-1],Other/Random,26.56,"-27,-8,-72","3,-1,-1",False,20.73,False,37.57,False,25.12,False,31.35
254,203.109,42.845,164.18,10964.74,7.176,918.0,34.19,(482156),[1-51],Other/Random,16.14,"48,21,56","1,-5,1",False,42.84,False,20.2,False,15.56,False,35.09
255,56.121,5.994,334.57,11015.95,4.966,522.0,25.78,(001),[110],Other/Random,15.51,"0,0,1","1,1,0",True,5.99,False,48.86,False,30.91,True,14.41
256,33.888,52.446,327.33,11071.15,15.992,2340.0,54.58,(1-11),[9-184],Other/Random,28.09,"1,-1,1","9,-18,4",False,48.84,True,9.23,False,28.09,False,22.11
257,211.994,41.604,125.07,11133.48,11.127,1485.0,43.48,(271636),[-3-128],Other/Random,38.16,"27,16,36","-3,-12,8",False,41.6,False,16.27,False,35.75,False,16.64
258,172.296,26.597,222.23,11194.6,14.045,1611.0,45.29,(-9-2-18),[-24-4015],Other/Random,28.55,"-9,-2,-18","-24,-40,15",False,26.6,False,36.19,False,35.48,False,22.07
259,236.773,30.188,128.47,11227.86,4.0,189.0,15.51,(-3-2-6),[42-7-18],Other/Random,27.26,"-3,-2,-6","42,-7,-18",False,30.19,False,25.71,False,24.91,False,23.11
260,235.398,29.338,135.57,11249.98,15.059,1377.0,41.87,(-4-3-9),[8-2-3],Other/Random,30.92,"-4,-3,-9","8,-2,-3",False,29.34,False,26.26,False,24.79,False,27.81
261,193.823,42.562,168.79,11298.87,25.281,3330.0,65.11,(110),[001],Goss {110}<001>,9.93,"1,1,0","0,0,1",False,42.56,False,26.14,True,9.35,False,37.75
262,229.45,37.198,118.76,11363.29,1.429,189.0,15.51,(-8-7-14),[101],Other/Random,27.47,"-8,-7,-14","1,0,1",False,37.2,False,17.82,False,32.5,True,13.8
263,241.325,25.123,125.92,11388.0,0.0,45.0,7.57,(-18-10-45),[24-4-9],Other/Random,26.13,"-18,-10,-45","24,-4,-9",False,25.12,False,31.19,False,22.36,False,26.23
264,218.421,28.524,128.04,11397.0,1.5,18.0,4.79,(9721),[-5-3012],Other/Random,31.51,"9,7,21","-5,-30,12",False,28.52,False,26.54,False,24.1,False,24.3
265,174.578,32.817,170.1,11416.82,8.915,639.0,28.52,(-45-8-72),[100],Other/Random,18.95,"-45,-8,-72","1,0,0",False,32.82,False,34.28,True,14.75,False,31.64
266,148.336,52.009,220.38,11441.03,9.977,387.0,22.2,(111),[10-1],Other/Random,30.99,"1,1,1","1,0,-1",False,47.87,True,11.03,False,30.94,True,14.64
267,133.707,49.589,217.06,11455.5,3.0,180.0,15.14,(111),[72-27-40],Other/Random,34.17,"1,1,1","72,-27,-40",False,49.59,True,5.25,False,33.51,False,23.93
268,201.776,47.079,135.55,11484.32,32.138,3447.0,66.25,(525),[-10-4527],Other/Random,33.13,"5,2,5","-10,-45,27",False,47.08,False,19.5,False,32.88,False,16.97
269,138.984,49.233,225.75,11538.37,23.285,3096.0,62.78,(111),[10-1],Other/Random,34.49,"1,1,1","1,0,-1",False,49.23,True,6.33,False,33.54,True,13.36
270,175.992,31.215,211.95,11572.5,2.25,72.0,9.57,(-30-5),[-4-93],Other/Random,31.93,"-3,0,-5","-4,-9,3",False,31.22,False,35.59,False,28.59,False,26.08
271,279.848,47.191,48.34,11620.28,35.003,5445.0,83.26,(-16-3-18),[-8-89],Other/Random,35.58,"-16,-3,-18","-8,-8,9",False,43.71,False,28.1,False,52.13,False,33.3
272,215.021,48.818,137.31,11661.24,22.74,900.0,33.85,(-111),[101],Other/Random,31.45,"-1,1,1","1,0,1",False,48.82,True,9.81,False,30.89,True,14.61
273,221.316,58.613,131.0,11671.94,3.353,153.0,13.96,(-111),[101],Other/Random,41.01,"-1,1,1","1,0,1",False,50.12,True,4.95,False,41.21,True,9.07
274,333.656,49.784,48.88,11703.22,27.255,3393.0,65.73,(16918),[101],Other/Random,36.57,"16,9,18","1,0,1",False,46.82,False,15.53,False,36.37,True,12.55
275,43.898,54.798,308.61,11764.37,27.028,3807.0,69.62,(1-11),[10-1],Other/Random,36.89,"1,-1,1","1,0,-1",False,53.93,True,0.9,False,40.36,True,7.99
276,204.767,48.941,135.66,11829.4,18.176,1989.0,50.32,(-9-4-9),[101],Other/Random,32.84,"-9,-4,-9","1,0,1",False,46.79,False,16.88,False,32.68,True,14.57
277,334.725,50.355,35.23,11861.37,5.636,297.0,19.45,(849),[1-20],Other/Random,26.4,"8,4,9","1,-2,0",False,45.87,False,16.22,False,26.39,False,18.65
278,215.102,51.384,139.84,11904.83,40.238,8352.0,103.12,(-111),[-2440-5],Other/Random,31.22,"-1,1,1","-24,40,-5",False,50.26,True,8.59,False,31.05,False,15.83
279,31.865,56.06,313.55,11961.64,9.0,504.0,25.33,(1-11),[10-1],Other/Random,36.99,"1,-1,1","1,0,-1",False,45.2,True,10.88,False,36.99,True,8.11
280,140.371,48.998,227.77,11979.11,10.448,261.0,18.23,(111),[10-1],Other/Random,35.16,"1,1,1","1,0,-1",False,49.0,True,7.12,False,34.16,True,11.4
281,211.528,42.875,139.28,11987.14,1.286,63.0,8.96,(8510),[0-21],Other/Random,28.06,"8,5,10","0,-2,1",False,42.87,False,15.56,False,26.36,False,18.66
282,339.778,51.313,47.87,11997.0,0.0,27.0,5.86,(482156),[101],Other/Random,37.84,"48,21,56","1,0,1",False,42.91,False,20.03,False,37.84,True,14.59
283,324.118,53.523,41.65,12000.57,18.6,810.0,32.11,(-1-11),[101],Other/Random,33.24,"-1,-1,1","1,0,1",False,49.35,True,7.48,False,33.18,True,14.14
284,323.498,49.352,50.7,12033.65,20.691,2097.0,51.67,(-1-11),[101],Other/Random,36.84,"-1,-1,1","1,0,1",False,49.35,True,8.59,False,36.0,True,9.17
285,28.404,49.294,313.39,12079.09,31.656,1647.0,45.79,(1-11),[10-1],Other/Random,34.22,"1,-1,1","1,0,-1",False,48.18,True,14.14,False,33.93,True,12.52
286,150.178,51.034,224.77,12090.0,17.53,747.0,30.84,(111),[10-1],Other/Random,33.4,"1,1,1","1,0,-1",False,47.58,True,12.64,False,33.26,True,11.91
287,165.77,41.768,216.75,12117.55,8.553,846.0,32.82,(-54-14-63),[-9-3616],Other/Random,28.28,"-54,-14,-63","-9,-36,16",False,41.77,False,26.11,False,27.58,False,24.69
288,189.2,9.325,149.92,12155.51,7.7,540.0,26.22,(001),[-27-728],Other/Random,22.85,"0,0,1","-27,-72,8",True,9.32,False,47.39,False,21.05,False,24.86
289,323.164,48.855,47.9,12177.82,4.5,198.0,15.88,(-1-11),[101],Other/Random,34.82,"-1,-1,1","1,0,1",False,48.85,True,8.7,False,33.98,True,11.05
290,103.072,47.661,225.81,12190.0,2.0,54.0,8.29,(-8-2-9),[1516-18],Other/Random,36.44,"-8,-2,-9","15,16,-18",False,43.94,False,25.7,False,51.09,False,32.11
291,223.676,52.132,127.74,12200.65,3.529,153.0,13.96,(-111),[101],Other/Random,35.47,"-1,1,1","1,0,1",False,52.13,True,2.81,False,38.93,True,7.48
292,198.053,5.767,150.78,12221.0,5.5,216.0,16.58,(001),[100],Cube {001}<100>,12.56,"0,0,1","1,0,0",True,5.77,False,49.64,True,11.39,False,34.06
293,150.402,50.252,225.74,12248.47,12.132,1224.0,39.48,(111),[10-1],Other/Random,33.81,"1,1,1","1,0,-1",False,48.05,True,12.99,False,33.59,True,11.93
294,215.457,48.901,135.08,12283.1,8.386,396.0,22.45,(-111),[101],Other/Random,32.86,"-1,1,1","1,0,1",False,48.9,True,9.49,False,32.22,True,12.97
